   #Energy      xx(%)           yy(%)
  12.072      0.9147E+02      0.9147E+02
  12.090      0.9141E+02      0.9141E+02
  12.108      0.9135E+02      0.9135E+02
  12.127      0.9129E+02      0.9129E+02
  12.145      0.9123E+02      0.9123E+02
  12.163      0.9118E+02      0.9118E+02
  12.182      0.9111E+02      0.9111E+02
  12.200      0.9105E+02      0.9105E+02
  12.218      0.9099E+02      0.9099E+02
  12.236      0.9093E+02      0.9093E+02
  12.255      0.9086E+02      0.9086E+02
  12.273      0.9080E+02      0.9080E+02
  12.291      0.9073E+02      0.9073E+02
  12.310      0.9066E+02      0.9066E+02
  12.328      0.9059E+02      0.9059E+02
  12.346      0.9052E+02      0.9052E+02
  12.364      0.9045E+02      0.9045E+02
  12.383      0.9037E+02      0.9037E+02
  12.401      0.9030E+02      0.9030E+02
  12.419      0.9022E+02      0.9022E+02
  12.438      0.9014E+02      0.9014E+02
  12.456      0.9006E+02      0.9006E+02
  12.474      0.8998E+02      0.8998E+02
  12.492      0.8989E+02      0.8989E+02
  12.511      0.8981E+02      0.8981E+02
  12.529      0.8972E+02      0.8972E+02
  12.547      0.8963E+02      0.8963E+02
  12.566      0.8955E+02      0.8955E+02
  12.584      0.8946E+02      0.8946E+02
  12.602      0.8937E+02      0.8937E+02
  12.621      0.8928E+02      0.8928E+02
  12.639      0.8919E+02      0.8919E+02
  12.657      0.8910E+02      0.8910E+02
  12.675      0.8902E+02      0.8902E+02
  12.694      0.8893E+02      0.8893E+02
  12.712      0.8884E+02      0.8884E+02
  12.730      0.8876E+02      0.8876E+02
  12.749      0.8867E+02      0.8867E+02
  12.767      0.8859E+02      0.8859E+02
  12.785      0.8851E+02      0.8851E+02
  12.803      0.8843E+02      0.8843E+02
  12.822      0.8835E+02      0.8835E+02
  12.840      0.8827E+02      0.8827E+02
  12.858      0.8819E+02      0.8819E+02
  12.877      0.8810E+02      0.8810E+02
  12.895      0.8802E+02      0.8802E+02
  12.913      0.8794E+02      0.8794E+02
  12.931      0.8785E+02      0.8785E+02
  12.950      0.8777E+02      0.8777E+02
  12.968      0.8768E+02      0.8768E+02
  12.986      0.8758E+02      0.8758E+02
  13.005      0.8749E+02      0.8749E+02
  13.023      0.8739E+02      0.8739E+02
  13.041      0.8729E+02      0.8729E+02
  13.060      0.8718E+02      0.8718E+02
  13.078      0.8707E+02      0.8707E+02
  13.096      0.8696E+02      0.8696E+02
  13.114      0.8684E+02      0.8684E+02
  13.133      0.8671E+02      0.8671E+02
  13.151      0.8658E+02      0.8658E+02
  13.169      0.8645E+02      0.8645E+02
  13.188      0.8631E+02      0.8631E+02
  13.206      0.8616E+02      0.8616E+02
  13.224      0.8601E+02      0.8601E+02
  13.242      0.8585E+02      0.8585E+02
  13.261      0.8568E+02      0.8568E+02
  13.279      0.8551E+02      0.8551E+02
  13.297      0.8533E+02      0.8533E+02
  13.316      0.8514E+02      0.8514E+02
  13.334      0.8495E+02      0.8495E+02
  13.352      0.8475E+02      0.8475E+02
  13.370      0.8454E+02      0.8454E+02
  13.389      0.8432E+02      0.8432E+02
  13.407      0.8410E+02      0.8410E+02
  13.425      0.8387E+02      0.8387E+02
  13.444      0.8364E+02      0.8364E+02
  13.462      0.8341E+02      0.8341E+02
  13.480      0.8317E+02      0.8317E+02
  13.498      0.8293E+02      0.8293E+02
  13.517      0.8269E+02      0.8269E+02
  13.535      0.8246E+02      0.8246E+02
  13.553      0.8223E+02      0.8223E+02
  13.572      0.8201E+02      0.8201E+02
  13.590      0.8180E+02      0.8180E+02
  13.608      0.8161E+02      0.8161E+02
  13.627      0.8143E+02      0.8143E+02
  13.645      0.8128E+02      0.8128E+02
  13.663      0.8115E+02      0.8115E+02
  13.681      0.8105E+02      0.8105E+02
  13.700      0.8097E+02      0.8097E+02
  13.718      0.8093E+02      0.8093E+02
  13.736      0.8091E+02      0.8091E+02
  13.755      0.8093E+02      0.8093E+02
  13.773      0.8097E+02      0.8097E+02
  13.791      0.8105E+02      0.8105E+02
  13.809      0.8115E+02      0.8115E+02
  13.828      0.8128E+02      0.8128E+02
  13.846      0.8144E+02      0.8144E+02
  13.864      0.8162E+02      0.8162E+02
  13.883      0.8181E+02      0.8181E+02
  13.901      0.8203E+02      0.8203E+02
  13.919      0.8225E+02      0.8225E+02
  13.938      0.8248E+02      0.8248E+02
  13.956      0.8273E+02      0.8273E+02
  13.974      0.8297E+02      0.8297E+02
  13.992      0.8322E+02      0.8322E+02
  14.011      0.8347E+02      0.8347E+02
  14.029      0.8371E+02      0.8371E+02
  14.047      0.8395E+02      0.8395E+02
  14.066      0.8419E+02      0.8419E+02
  14.084      0.8442E+02      0.8442E+02
  14.102      0.8464E+02      0.8464E+02
  14.120      0.8486E+02      0.8486E+02
  14.139      0.8507E+02      0.8507E+02
  14.157      0.8527E+02      0.8527E+02
  14.175      0.8547E+02      0.8547E+02
  14.194      0.8566E+02      0.8566E+02
  14.212      0.8584E+02      0.8584E+02
  14.230      0.8601E+02      0.8601E+02
  14.248      0.8618E+02      0.8618E+02
  14.267      0.8634E+02      0.8634E+02
  14.285      0.8649E+02      0.8649E+02
  14.303      0.8664E+02      0.8664E+02
  14.322      0.8678E+02      0.8678E+02
  14.340      0.8691E+02      0.8691E+02
  14.358      0.8704E+02      0.8704E+02
  14.377      0.8717E+02      0.8717E+02
  14.395      0.8729E+02      0.8729E+02
  14.413      0.8740E+02      0.8740E+02
  14.431      0.8751E+02      0.8751E+02
  14.450      0.8762E+02      0.8762E+02
  14.468      0.8772E+02      0.8772E+02
  14.486      0.8781E+02      0.8781E+02
  14.505      0.8791E+02      0.8791E+02
  14.523      0.8800E+02      0.8800E+02
  14.541      0.8808E+02      0.8808E+02
  14.559      0.8817E+02      0.8817E+02
  14.578      0.8825E+02      0.8825E+02
  14.596      0.8833E+02      0.8833E+02
  14.614      0.8841E+02      0.8841E+02
  14.633      0.8849E+02      0.8849E+02
  14.651      0.8857E+02      0.8857E+02
  14.669      0.8864E+02      0.8864E+02
  14.687      0.8872E+02      0.8872E+02
  14.706      0.8879E+02      0.8879E+02
  14.724      0.8886E+02      0.8886E+02
  14.742      0.8894E+02      0.8894E+02
  14.761      0.8901E+02      0.8901E+02
  14.779      0.8908E+02      0.8908E+02
  14.797      0.8916E+02      0.8916E+02
  14.816      0.8923E+02      0.8923E+02
  14.834      0.8930E+02      0.8930E+02
  14.852      0.8937E+02      0.8937E+02
  14.870      0.8944E+02      0.8944E+02
  14.889      0.8951E+02      0.8951E+02
  14.907      0.8958E+02      0.8958E+02
  14.925      0.8964E+02      0.8964E+02
  14.944      0.8971E+02      0.8971E+02
  14.962      0.8978E+02      0.8978E+02
  14.980      0.8984E+02      0.8984E+02
  14.998      0.8990E+02      0.8990E+02
  15.017      0.8997E+02      0.8997E+02
  15.035      0.9003E+02      0.9003E+02
  15.053      0.9008E+02      0.9008E+02
  15.072      0.9014E+02      0.9014E+02
  15.090      0.9019E+02      0.9019E+02
  15.108      0.9024E+02      0.9024E+02
  15.126      0.9029E+02      0.9029E+02
  15.145      0.9034E+02      0.9034E+02
  15.163      0.9038E+02      0.9038E+02
  15.181      0.9042E+02      0.9042E+02
  15.200      0.9046E+02      0.9046E+02
  15.218      0.9049E+02      0.9049E+02
  15.236      0.9052E+02      0.9052E+02
  15.254      0.9054E+02      0.9054E+02
  15.273      0.9056E+02      0.9056E+02
  15.291      0.9058E+02      0.9058E+02
  15.309      0.9059E+02      0.9059E+02
  15.328      0.9060E+02      0.9060E+02
  15.346      0.9061E+02      0.9061E+02
  15.364      0.9061E+02      0.9061E+02
  15.383      0.9061E+02      0.9061E+02
  15.401      0.9060E+02      0.9060E+02
  15.419      0.9060E+02      0.9060E+02
  15.437      0.9059E+02      0.9059E+02
  15.456      0.9059E+02      0.9059E+02
  15.474      0.9058E+02      0.9058E+02
  15.492      0.9057E+02      0.9057E+02
  15.511      0.9057E+02      0.9057E+02
  15.529      0.9057E+02      0.9057E+02
  15.547      0.9056E+02      0.9056E+02
  15.565      0.9056E+02      0.9056E+02
  15.584      0.9057E+02      0.9057E+02
  15.602      0.9057E+02      0.9057E+02
  15.620      0.9058E+02      0.9058E+02
  15.639      0.9059E+02      0.9059E+02
  15.657      0.9060E+02      0.9060E+02
  15.675      0.9061E+02      0.9061E+02
  15.693      0.9063E+02      0.9063E+02
  15.712      0.9064E+02      0.9064E+02
  15.730      0.9066E+02      0.9066E+02
  15.748      0.9068E+02      0.9068E+02
  15.767      0.9071E+02      0.9071E+02
  15.785      0.9073E+02      0.9073E+02
  15.803      0.9076E+02      0.9076E+02
  15.821      0.9078E+02      0.9078E+02
  15.840      0.9081E+02      0.9081E+02
  15.858      0.9083E+02      0.9083E+02
  15.876      0.9086E+02      0.9086E+02
  15.895      0.9088E+02      0.9088E+02
  15.913      0.9091E+02      0.9091E+02
  15.931      0.9093E+02      0.9093E+02
  15.950      0.9096E+02      0.9096E+02
  15.968      0.9098E+02      0.9098E+02
  15.986      0.9101E+02      0.9101E+02
  16.004      0.9104E+02      0.9104E+02
  16.023      0.9106E+02      0.9106E+02
  16.041      0.9109E+02      0.9109E+02
  16.059      0.9112E+02      0.9112E+02
  16.078      0.9115E+02      0.9115E+02
  16.096      0.9119E+02      0.9119E+02
  16.114      0.9122E+02      0.9122E+02
  16.132      0.9126E+02      0.9126E+02
  16.151      0.9130E+02      0.9130E+02
  16.169      0.9133E+02      0.9133E+02
  16.187      0.9137E+02      0.9137E+02
  16.206      0.9142E+02      0.9142E+02
  16.224      0.9146E+02      0.9146E+02
  16.242      0.9150E+02      0.9150E+02
  16.260      0.9155E+02      0.9155E+02
  16.279      0.9159E+02      0.9159E+02
  16.297      0.9164E+02      0.9164E+02
  16.315      0.9169E+02      0.9169E+02
  16.334      0.9174E+02      0.9174E+02
  16.352      0.9179E+02      0.9179E+02
  16.370      0.9184E+02      0.9184E+02
  16.389      0.9189E+02      0.9189E+02
  16.407      0.9194E+02      0.9194E+02
  16.425      0.9200E+02      0.9200E+02
  16.443      0.9205E+02      0.9205E+02
  16.462      0.9210E+02      0.9210E+02
  16.480      0.9215E+02      0.9215E+02
  16.498      0.9221E+02      0.9221E+02
  16.517      0.9226E+02      0.9226E+02
  16.535      0.9230E+02      0.9230E+02
  16.553      0.9235E+02      0.9235E+02
  16.571      0.9240E+02      0.9240E+02
  16.590      0.9245E+02      0.9245E+02
  16.608      0.9249E+02      0.9249E+02
  16.626      0.9254E+02      0.9254E+02
  16.645      0.9258E+02      0.9258E+02
  16.663      0.9263E+02      0.9263E+02
  16.681      0.9267E+02      0.9267E+02
  16.699      0.9272E+02      0.9272E+02
  16.718      0.9276E+02      0.9276E+02
  16.736      0.9281E+02      0.9281E+02
  16.754      0.9285E+02      0.9285E+02
  16.773      0.9289E+02      0.9289E+02
  16.791      0.9294E+02      0.9294E+02
  16.809      0.9298E+02      0.9298E+02
  16.827      0.9301E+02      0.9301E+02
  16.846      0.9305E+02      0.9305E+02
  16.864      0.9308E+02      0.9308E+02
  16.882      0.9312E+02      0.9312E+02
  16.901      0.9315E+02      0.9315E+02
  16.919      0.9318E+02      0.9318E+02
  16.937      0.9321E+02      0.9321E+02
  16.956      0.9324E+02      0.9324E+02
  16.974      0.9327E+02      0.9327E+02
  16.992      0.9329E+02      0.9329E+02
  17.010      0.9332E+02      0.9332E+02
  17.029      0.9335E+02      0.9335E+02
  17.047      0.9338E+02      0.9338E+02
  17.065      0.9341E+02      0.9341E+02
  17.084      0.9344E+02      0.9344E+02
  17.102      0.9347E+02      0.9347E+02
  17.120      0.9350E+02      0.9350E+02
  17.138      0.9353E+02      0.9353E+02
  17.157      0.9356E+02      0.9356E+02
  17.175      0.9359E+02      0.9359E+02
  17.193      0.9362E+02      0.9362E+02
  17.212      0.9364E+02      0.9364E+02
  17.230      0.9367E+02      0.9367E+02
  17.248      0.9370E+02      0.9370E+02
  17.266      0.9372E+02      0.9372E+02
  17.285      0.9375E+02      0.9375E+02
  17.303      0.9378E+02      0.9378E+02
  17.321      0.9380E+02      0.9380E+02
  17.340      0.9383E+02      0.9383E+02
  17.358      0.9386E+02      0.9386E+02
  17.376      0.9389E+02      0.9389E+02
  17.394      0.9392E+02      0.9392E+02
  17.413      0.9395E+02      0.9395E+02
  17.431      0.9398E+02      0.9398E+02
  17.449      0.9402E+02      0.9402E+02
  17.468      0.9405E+02      0.9405E+02
  17.486      0.9408E+02      0.9408E+02
  17.504      0.9410E+02      0.9410E+02
  17.523      0.9413E+02      0.9413E+02
  17.541      0.9416E+02      0.9416E+02
  17.559      0.9418E+02      0.9418E+02
  17.577      0.9420E+02      0.9420E+02
  17.596      0.9422E+02      0.9422E+02
  17.614      0.9424E+02      0.9424E+02
  17.632      0.9426E+02      0.9426E+02
  17.651      0.9428E+02      0.9428E+02
  17.669      0.9430E+02      0.9430E+02
  17.687      0.9432E+02      0.9432E+02
  17.705      0.9433E+02      0.9433E+02
  17.724      0.9435E+02      0.9435E+02
  17.742      0.9437E+02      0.9437E+02
  17.760      0.9439E+02      0.9439E+02
  17.779      0.9441E+02      0.9441E+02
  17.797      0.9443E+02      0.9443E+02
  17.815      0.9445E+02      0.9445E+02
  17.833      0.9447E+02      0.9447E+02
  17.852      0.9449E+02      0.9449E+02
  17.870      0.9451E+02      0.9451E+02
  17.888      0.9453E+02      0.9453E+02
  17.907      0.9454E+02      0.9454E+02
  17.925      0.9456E+02      0.9456E+02
  17.943      0.9457E+02      0.9457E+02
  17.962      0.9459E+02      0.9459E+02
  17.980      0.9460E+02      0.9460E+02
  17.998      0.9462E+02      0.9462E+02
  18.016      0.9463E+02      0.9463E+02
  18.035      0.9465E+02      0.9465E+02
  18.053      0.9466E+02      0.9466E+02
  18.071      0.9468E+02      0.9468E+02
  18.090      0.9470E+02      0.9470E+02
  18.108      0.9471E+02      0.9471E+02
  18.126      0.9473E+02      0.9473E+02
  18.144      0.9475E+02      0.9475E+02
  18.163      0.9477E+02      0.9477E+02
  18.181      0.9479E+02      0.9479E+02
  18.199      0.9481E+02      0.9481E+02
  18.218      0.9482E+02      0.9482E+02
  18.236      0.9484E+02      0.9484E+02
  18.254      0.9485E+02      0.9485E+02
  18.272      0.9486E+02      0.9486E+02
  18.291      0.9488E+02      0.9488E+02
  18.309      0.9489E+02      0.9489E+02
  18.327      0.9490E+02      0.9490E+02
  18.346      0.9491E+02      0.9491E+02
  18.364      0.9491E+02      0.9491E+02
  18.382      0.9492E+02      0.9492E+02
  18.400      0.9493E+02      0.9493E+02
  18.419      0.9494E+02      0.9494E+02
  18.437      0.9495E+02      0.9495E+02
  18.455      0.9496E+02      0.9496E+02
  18.474      0.9497E+02      0.9497E+02
  18.492      0.9498E+02      0.9498E+02
  18.510      0.9500E+02      0.9500E+02
  18.529      0.9501E+02      0.9501E+02
  18.547      0.9503E+02      0.9503E+02
  18.565      0.9504E+02      0.9504E+02
  18.583      0.9505E+02      0.9505E+02
  18.602      0.9507E+02      0.9507E+02
  18.620      0.9508E+02      0.9508E+02
  18.638      0.9509E+02      0.9509E+02
  18.657      0.9510E+02      0.9510E+02
  18.675      0.9511E+02      0.9511E+02
  18.693      0.9512E+02      0.9512E+02
  18.711      0.9513E+02      0.9513E+02
  18.730      0.9514E+02      0.9514E+02
  18.748      0.9515E+02      0.9515E+02
  18.766      0.9516E+02      0.9516E+02
  18.785      0.9517E+02      0.9517E+02
  18.803      0.9519E+02      0.9519E+02
  18.821      0.9520E+02      0.9520E+02
  18.839      0.9522E+02      0.9522E+02
  18.858      0.9523E+02      0.9523E+02
  18.876      0.9525E+02      0.9525E+02
  18.894      0.9527E+02      0.9527E+02
  18.913      0.9529E+02      0.9529E+02
  18.931      0.9531E+02      0.9531E+02
  18.949      0.9532E+02      0.9532E+02
  18.967      0.9534E+02      0.9534E+02
  18.986      0.9536E+02      0.9536E+02
  19.004      0.9537E+02      0.9537E+02
  19.022      0.9539E+02      0.9539E+02
  19.041      0.9540E+02      0.9540E+02
  19.059      0.9542E+02      0.9542E+02
  19.077      0.9543E+02      0.9543E+02
  19.096      0.9544E+02      0.9544E+02
  19.114      0.9545E+02      0.9545E+02
  19.132      0.9546E+02      0.9546E+02
  19.150      0.9548E+02      0.9548E+02
  19.169      0.9549E+02      0.9549E+02
  19.187      0.9551E+02      0.9551E+02
  19.205      0.9552E+02      0.9552E+02
  19.224      0.9554E+02      0.9554E+02
  19.242      0.9555E+02      0.9555E+02
  19.260      0.9557E+02      0.9557E+02
  19.278      0.9558E+02      0.9558E+02
  19.297      0.9560E+02      0.9560E+02
  19.315      0.9562E+02      0.9562E+02
  19.333      0.9564E+02      0.9564E+02
  19.352      0.9565E+02      0.9565E+02
  19.370      0.9567E+02      0.9567E+02
  19.388      0.9568E+02      0.9568E+02
  19.406      0.9569E+02      0.9569E+02
  19.425      0.9571E+02      0.9571E+02
  19.443      0.9572E+02      0.9572E+02
  19.461      0.9573E+02      0.9573E+02
  19.480      0.9574E+02      0.9574E+02
  19.498      0.9575E+02      0.9575E+02
  19.516      0.9576E+02      0.9576E+02
  19.535      0.9577E+02      0.9577E+02
  19.553      0.9578E+02      0.9578E+02
  19.571      0.9580E+02      0.9580E+02
  19.589      0.9581E+02      0.9581E+02
  19.608      0.9582E+02      0.9582E+02
  19.626      0.9583E+02      0.9583E+02
  19.644      0.9585E+02      0.9585E+02
  19.663      0.9586E+02      0.9586E+02
  19.681      0.9588E+02      0.9588E+02
  19.699      0.9589E+02      0.9589E+02
  19.717      0.9591E+02      0.9591E+02
  19.736      0.9592E+02      0.9592E+02
  19.754      0.9593E+02      0.9593E+02
  19.772      0.9594E+02      0.9594E+02
  19.791      0.9596E+02      0.9596E+02
  19.809      0.9597E+02      0.9597E+02
  19.827      0.9598E+02      0.9598E+02
  19.845      0.9598E+02      0.9598E+02
  19.864      0.9599E+02      0.9599E+02
  19.882      0.9600E+02      0.9600E+02
  19.900      0.9601E+02      0.9601E+02
  19.919      0.9602E+02      0.9602E+02
  19.937      0.9603E+02      0.9603E+02
  19.955      0.9603E+02      0.9603E+02
  19.973      0.9605E+02      0.9605E+02
  19.992      0.9606E+02      0.9606E+02
  20.010      0.9607E+02      0.9607E+02
  20.028      0.9608E+02      0.9608E+02
  20.047      0.9609E+02      0.9609E+02
  20.065      0.9610E+02      0.9610E+02
